place,country,continent,cleaned_text,count_label,tfidf_label,w2v_label,x,y,dbscan_label,h_label
Koeln,Deutschland,Europa,city world inheritance history sense continuity shape cathedral building planet seat primate sense distinctivenes dialect beer name approach life museum gallery rate museum city nation television centre home broadcaster rivalry centre world gallery city century metropoli city origin emperor claudiu wife agrippina mother marriage city colonium statu name upstart twinkle founder city archbishop location century time ally world world rest city ruin year authority hometown chancellor konrad adenauer heinrich nobel prize author conscience nation scene episode kidnapping army faction industrialist hann martin height german autumn course driver bodyguard policeman tourist office slogan feeling city appeal place resident citadel francisco tenth population shape district sight course weekend stay tourist haunt river quarters local festival doubt ritual dedication frivolity street life standstill february weather season year november year event ball sitzungen session carnival speech place wednesday season climax tolle tage day thursday wednesday woman symbolism rosenmontag procession monday highpoint costume float master ceremoney farmer maiden drag aspect nazi person rosenmontag procession hour city centre sweet bouquet goody jecke fool spectator float alaaf carnival greeting dialect derivation parallel carnival event scene element name dialect accent visitor city beer litre glass day amount glas size inflation visitor beer measure brewery core eating drinking scene range dish kaviar reality blood sausage halver hahn cheese roll chicken name trotter self behavimy waiter beer culture accident pavement underfoot name block bras plaque memorial victim nazi front house victim work gunter demnig artist other czech republic place ground viertel belgisch viertel synagogue dozen front house antithesi monument name birth date fate individual case story placement stone home victim fate family individual stone opponent regime sintus roma nazi victim profile surprise silhouette metre spire history construction design cathedral transfer relic three magi work metre choir church century architect ernst friedrich zwirner size point tower waterfall sculpture tower step lift christmas market side other alter markt downside church official sort decorum mas visitor crowd geniu design height delicacy elegance structure measure building window north side nave window bible window chapel three magi ambulatory cathedral treasure shrine three magi construction reliquary altar plan drawing cathedral design tower help century builder north side ambulatory gero crucifix crucifix world predecessor addition artwork metre window artist gerhard richter transept archbishop feather home exterior cathedral side bank vault work fact century sumptuou monstrance thieve treasury series century vault artefact silver bishop crosier peter crosier century display structure shrine three magi museum level fragment city wall find century tomb,0,2,6,0.16960652614228394,-0.006785314979504848,0,16
Stuttgart,Deutschland,Europa,world town baden capital population setting palm valley vineyard multitude park presence giant time centre sight hill city hike vineyard wine bar attraction fringe rack railway tower city view side city century schlos solitude north killesberg interest weissenhofsiedlung collection building river history treatment beginning museum garden bank cannstatt town part mineral bath day birthplace museum employee company achievement brand museum north centre attraction transport system town name origin stud farm stutengarten stallion city crest trade centre seat family city control kingdom capital year future motor city town prowes world bomb town history shortage culture museum collection treasure landesmuseum engineer gottlieb employment cannstatt workshop quest combustion engine polouse workshop money counterfeiting gardener cylinder stroke repose goer grandfather clock motorbike year world motorboat carriage horse factory july going shed karl motor trail year world motor manufacturer june name daughter dealer emil jellinek landmark building bank city centre museum year motor motorbike bone shaker horse saddle cylinder motor tricycle carriage world trail blazer world production elite mark special roadster pillarbox thirty starlet racer pulse silver arrow cinema machine action pair record breaker date rudolf caracciola hmy darmstadt autobahn highway wheeler vision aeroplane engine hmy world project april week stuttgarter spring beer sausage august music stuttgarter weindorf month christmas market december town event september cannstatter volksfest equivalent army tourist valley vineyard city wine vintner number white wine wine consumption average supply demand wine valley cider tavern beer hall drinking den wine bar evening sunday place dish noodle maultaschen ravioli wine bar room person house season vintage home cooking potato soup kartoffelsuppe noodle beef stew gaisburger marsch meat feast vegetable place broom location year year guide stuttgarter weine tourist office place information stuttgarter weinwanderweg hiking route vineyard wine initiative stuttgarter weindorf weekend august wine buff hundred tipple year vintage sale chance wine event fellbacher herbst weekend october cannstatt kachelofen eberhardstr bastion beam tablecloth bar han gluck food course meal thur noon midnight marktstr cannstatt special sausage salad maultaschen main interior building film flat midnight midnight schnellenturm weberstr sauerbraten sauce duke christopher defence tower nest quality price fare main midnight stetter rosenstr wine connoisseur heaven count wine list bohnenviertel snobbery family place local news bean soup beef goulash lentil soup sausage,0,2,0,-0.04686680690322397,-0.003996736841056441,0,3
Wartburg Castle ,Deutschland,Europa,castle palace stuff fairytale spire facade interior marble rococo flourish ceiling fresco extravagance world heritage palace castle moment staircase balthasar rocaille stucco marble effect clemen august residence staircase exuberance design pity palace wheel reception room staircase vein garden parterre fountain equivalent exces dominique girard design avenue park hunting lodge edge forest scale lodge spirit clemen august hunting falconry pastime summer visit concert palace experience palace florian trykowskiin palace park ensemble world heritage site list heritage humanity area garden peacock island world architecture landscape design prussian acadium core frederick great park treasure capital december month reunification world heritage committee area complex palace park world heritage list zone network border fortification sponsorship stiftung brandenburg park walkway result ensemble grandeur hectare world heritage site park orangery palace jen wegenerperched plateau castle year legend ludwig springer century castle decay restoration programme reputation castle legend courtesy artist century reverence thing theme troubadour place work richard wagner opus saint king daughter wife landgrave ludwig life legend miracle rose bread meat coat husband food rose castle connection martin pope secret translation testament hall century column banner student part tercentenary visit stay martin cell summer music festival month concert surrounding castle christof herdtthe residence balthasar palace statu symbol super league johann philipp franz prince bishop residence city order centre thing palace palace master builder palace staircase rococo stairwell bay vault staircase series landing wall stucco setting ceiling fresco artist giambattistum painting world title continent court centre art fresco staircase bombing white weisser saal stucco work materno bossi comparison imperial marble column dome fresco position holy roman empire setting music concert tmy interior time iron gate group figure palace garden francesco carovillanotop image hunting lodge florian trykowski,0,2,2,0.27106268855995114,-0.0025880848892143116,0,10
Schwarzwald,Deutschland,Europa,setting brother fairy tale black forest image land cuckoo clock cherry garb farmhouse hill hill forest exploration character region part state history borderland evidence time series granite summit counterpart side valley border region roman region century part black forest prominence timber forestry woodwork farmer winter cuckoo clock industry precision engineering manufacture instrument job mainstay tourism year thank skiing facility region crowd hotspot foot bike fame black forest region day course chance gear region scenery time tradition spa baden baden palm hill century tropez society privilege elegance villa hotel boutique garden socialite absence sight setting weekend margrave today bath spring bather emperor caracalla millennium bath century architect friedrich weinbrenner quarter year impresario jacque casino playground joint queen kaiser wilhelm visitor bill clinton barack obama beckham mark twain feeling town sham fraud snobbery town world halcyon day pampering highlight year august race event week grosse woche week august country elite nine hat valley black forest landscape birthplace folk costume cuckoo clock tonne region valley horseshoe black forest valley system series town monastery brewery town gathering house generation valley money logging farming community heritage museum freilichtmuseum region sight valley river stream valley bollenhut pompom folk costume woman tourist literature region head valley black forest town cuckoo clock shop coach party time piece case clock museum confluence freilichtmuseum museum farm vogtsbauernhof roof building style sort place jerome jerome charm black forest house sociability cow room horse goose duck kitchen pig child chicken place building complex sawmill granary bakery distillery smithy chapel village effort guide craft demonstration place appeal valley valley point level town health resort today town thing cuckoo clock thousand sale tourist traffic industry kitsch market clock road town focu pilgrimage church baroque town bend road clock shop attraction cuckoo clock town attraction plenty town village northern black forest interest wildbad town region drife badische weinstrasse strip vineyard valley home europa park amusement park valley drive drive black forest border europa park theme park fire pleaser ride area size football pitch number village country village driver badische weinstrasse badische wine road route foothill black forest vineyard castle alternative motorway corridor valley south traveller time hand interest wine town badische weinstrasse vineyard schlos staufenberg stop interest wine lover durbacher winzergenossenschaft wine noon shop selection wine sample road centre route heart black forest black forest highway combination pine meadow valley peak route drive time journey park viewpoint belvedere route view upper valley time couple hike loop hike allerheiligen monastery south ruin abbey sign path waterfall minute walk southern black forest series mountain peak resort peak area settlement slope valley bottom hill lakeside resort town resort blasien exception east area fringe black forest gorge hiking west land border town draw cluster vineyard hill mountain horizon black forest summit peak bulk dome area nature reserve flower fauna mountain hen goat chamoi presence black forest farmhouse charm village area downhill skiing centre slope side village group roadside house pas lack service nightlife village valley summer focu hau natur visitor centre display history start point hike steig loop hut reach ground vista black forest hike winter portion trail skiing route walk hau natur winter part network lift pas summer chance view legwork fringe black forest view landscape farm pasture gorge water chasm stretch cliff water forest hike walk bus hiker gorge route rate community gateway valley railway network north ride south taster canyon landscape valley hmy trip walk watermill wutach valley place hike stretch hour gorge start mountain town activity winter gateway network lift lift toboggan winter trickle visitor summer thank presence roller coaster bobsleigh track couple mountain bike trail rider equipment base station shop skiing draw waterfall rock side valley town trail church centre trail park hairpin route fall winter effect trail origin cuckoo clock description century year cuckoo clock black forest site workshop quality craftsmanship engineering imagination market cuckoo clock shop array shop assistant design chalet hunting theme cuckoo technology clock pine cone winding cone attention labmy saving hand thank revolution craft model quartz recording cuckoo hmy other light bird sleep price size clock clock talking piece creation thousand choice competition shop shipping service deutsch uhrenmuseum shop uhren park schonachbach road cuckoo clock world claimant side town easter easter image black forest funny solution studio shutterstock,0,1,7,-0.10104928499700973,0.004050522517265239,0,4
Bodensee,Deutschland,Europa,body water climate lake constance country border backdrop town lake north shore island town transport lakeside settlement city shore place lake base ferry service lake island weather region activity hiking cycling trail lakeside town vineyard orchard beach watersport visitor water summer respite humidity summer holiday season popularity road hotel time fruit tree autumn time wine harvest lake point promenade town feel seaside resort place life lake town smithereen world thank aviation industry setting world event count ferdinand cigar airship july lake decade distance travel airship flight york week janeiro day cloud time reformer name abus hussite movement protestantism century writing englishman john wycliffe church reform sale indulgence following number invitation council position promise passage event councillor protection trial stake heresy sort figurehead czech martin luther german border side lake university town origin town city fame council great schism catholic church restructuring pope sightseeing base trip island population student town restaurant bar scene region town festival august lake firework bonanza century count ferdinand maverick walru moustache honour attention wealth airship enthusiasm jubilation world bomber scout pride fleet graf day hour minute year globe day time airship time day service york passenger reichsmark return ticket month wage time flight ocean graf day sister ship hindenburg fireball jersey passenger crew analysi spark mooring line varnish linen skin blaze airship hydrogen tank airship helium permission fuel disaster progress aviation industry favmy time deal research development airship helium deutsch reederei ship tenth size original passenger jaunt,0,5,1,-0.1714376392068119,0.0023693838210485686,0,2
Vatican,Italien,Europa,bank city centre city state territory wall side side door rest city pilgrim form peter piazza city state inhabitant radio station newspaper service security service swiss guard peter cemetery hill rise building basilica name siting headquarters catholic church peter renaissance palace home museum museum complex world basilica pietro peter shrine catholic church site peter tomb architect century security queue mind dres code knee shoulder rule basilica thing right attack vandal glas life rest building church dome site peter tomb diameter dome pier relief basilica relic veronica handkerchief face christ lance longinu christ side piece true cros side nave bronze statue peter monument basilica foot attention pilgrim bronze material baldacchino tonne metal roof sculpting apse bronze chair peter monument alexander transept skeleton marble drape pope prayer entrance aisle monument piu treasury rich century bronze tomb pope sixtu step statue longinu grotto footprint church majority pope john paul ascent roof dome entrance right basilica complex view gallery interior dome sense size church ascent lantern dome view city image piazza pietro city banauke shutterstock,0,2,2,0.284131259735704,-0.005996112211622534,0,10
Capri ,Italien,Europa,peninsula island part naple time augustu island cliff scenery care office tiberiu capital antic death roman century discovery blue grotto island landscape rise tourism english lawrence george bernard shaw visitor graham greene gracie field house time failure uprising pres day consensu place crowd price degree july august summer weekend mis island charm place view walk piazza della vittorium gauntlet souvenir stall axel villa michele house garden highlight island century writer physician elite number year place furniture knick knack artefact column villa site history exhibition garden flora fauna image faraglioni rock giardini augusto natalium macheda shutterstock,0,0,1,-0.1685264667444844,-0.003702071547235434,0,2
Venice,Italien,Europa,time visitor expectation photograph palazzo ducale basilica marco palace canal grande truth thing city hundred resident year part life tourist thing entry city room price meal hotelier situation demand supply surprise landscape thing minute stop city thing field marco season part centre cost value eating place planning fortune control inhabitant lagoon independence theft body mark mark theodore city patron basilica doge castle relic building basilica marco palazzo ducale emblem state repository power city year close century trading network concession market century merchant exemption toll empire chao first crusade prosperity expression fabric city basilica mosaic period fourth crusade venetian seal empire shipload treasure horse marco sack division spoil quarter quarter roman empire sway chain port black sack rome peninsula exception domination emperor charle hemmed home territory turk century ottoman empire succes surrender decline century nonentity playground city casino festival show maggior consiglio time demand machinery government austrian habsburg province kingdom need base wake world construction centre lagoon road link world growth mainland conurbation detriment factory economy province problem lagoon person housing today time centre island population world city tourist industry place city treasure building number museum assembly painting masterpiece collection museum century museo correr museum city showcase puntum della heritage source fascination time part city city essence attraction understanding life development expedition island lagoon winter flooding combination tide fluctuation pressure wind feature life year category flood year siren flood hour time system plank walkway part city tide season october march flooding november february flood disruption plan city barrier entrance lagoon barrier opposition cost impact concern warming matter urgency work barrier delay corruption engineering problem project completion venetian pastry sweet area expertise biscuit baicoli ring cinnamon bussolai speciality island mandorlato cros nougat toffee almond feature cityscape ponte della costituzione venetian name designer santiago calatrava steel stone glas gondola hull successor iron structure austrian steamboat clearance house century turchi trader building tower arcade picture palace history museum mauro codussi century palace renaissance line palazzo resident richard wagner february casino diamond spike head century work death architect baldassare palazzo site home caterina cornaro queen palace name fragment century palace site nickname golden house gilding carving arch storey mosto panel remnant century building structure canal today market peak spot city place crowd italian shoal seller church ruga degli oreficus market canal grande fruit stall campo giacomo vegetable stall butcher shop campo battistus fish market closure city population headquarters city merchant building exterior replacement remnant contribution ponte bridge link marco polo succession structure miracle true cros drawbridge decision stone bridge antonio ponte design edward gibbon bridge row house bridge point canal grande foot palazzi palace century town hall work palazzo grimani design year death house family side side canal grande turn palazzo nero century building home palazzo century palazzo vecchio palace century house time construction home doge francesco term office year resignation palace century brother self house commission family palace family banker owner browning father palazzo house canal grande vaporettus iron ponte austrian structure steel palazzo marble facade work family palace fire stock sugar control design storey stonework prototype island district house sequence sense functionary post office building alleyway number hundred thoroughfare canal grande city west east side canal grande marco area majority sight district city marco north centre side canal grande sestierus quarter canal dock west santum croce church curve canal grande piazzale roma point district bank polo section loop canal grande rectangle essence travel brochure hotel marco shop attraction city drawing room point marco piazza square phrase summer afternoon century parade festivity market visitor attraction trade fair fiera della sensa fortnight ascension ceremony marriage point shenanigan coffee shop component century society survivor period town basilica marco cathedral visitor herbert spencer sample architecture john ruskin treasure heap confusion delight detail knowledge history building order chao head network doge politician council state life policy appointment restriction action possibility power letter censor delegation privilege inconvenience year chance election architecture situation stability sandbank back attraction visitor strip sight area puntum della church convent scuola della floor gallery painting storage floor century gallery artist exhibition space gallery layout floor gallery point canal grande canal century mare custom house puntum della exhibition space owner palazzo design tadao ando world showcase entry charge work collection display time name scene piece like cindy sherman tuyman thoma jeff koon marlene duma section bustle train station listum spagna area reed part city district distinction world ghetto marco city housing estate east sestierus term tourist appeal stage santus giovanni paolo minute walk church santum marium formosa zaccarium painting scuola giorgio degli section sestiere city base quarter significance architecture show space giardini garibaldi giardini pubblicus parco della rimembranza relief floor hall scuola giorgio degli room slav trader scuola interest building century interior street hall wall cycle picture vittore vision moment vision death island north michele place throng tourist part city glas centre hundred year lace work island vaporetto stop fondamente nove island service island section lagoon south city expanse water lagoon island giorgio maggiore lazzaro one settlement lagoon role history pleasure trip type terrain part slope foothill precipice peak trentino alto adige part tmy range whole area trentino alto adige shore lake garda part lake image grand canal apple kullathida shutterstockthi feature affiliate link recommendation,1,2,0,-0.01050983933881555,-0.006187599853934026,0,3
The Aeolian Islands,Italien,Europa,origin aeolian island aeolu wind island cave odysseu aeolian wind sailor ship port island mineral wealth mining obsidian glas lava basi prosperity material person metal importance greek haven pirate place exile state affair century fascist opponent century emigration island year inhabitant islander subsistence living tourist day summer month population island island price shop restaurant fact food isle winter taste life island year plenty water foundation port column bubble islet dive submarine snow storm water blob bacterium sulphur consistency eggwhite remain cargo ship insurance scam year fish village pollara crater diving lot wreck ship rope area museum dive lot fish rock formation image landscape view island island aeolian island martin shutterstock,0,0,0,-0.009009470722451366,-0.00265385733988083,0,3
Pisa,Italien,Europa,thank leaning tower name visitor place person whistle stop trip city tower environ building golden century city power decline defeat genoese silting harbmy city ruler university establishment renaissance galileo teacher century provinciality landmark glory day hundred thousand visitor year combination tourism student population city feel season experience tourist maelstrom radiu miracoli character tourist shadow leaning tower southeast river museo nazionale matteo collection sculpture west museum palazzo reale santum marium della spina bank strip beach resort north coast border riviera della versilium backdrop alpus apuane beach plain railway autostrada road resort diversion journey cinque terre appeal marble centre leaning tower torre pendente storey direction stone deficiency tower year succession architect thing angle result part tower tommaso andrea pontedera stack marble granite arcade bell chamber storey angle tower limit rescue operation steel band section tower tonne lead ingot base stonework water silt tower foundation foundation wall steel bar year million euro tower november ascent bell chamber staircase step degree angle height admission privilege world building view city luciano mortula shutterstock island visitor water sand beach interior surge package tourist july august beach resort inland village season mainstream industry world mining iron roman island wine reputation elban wine control century legacy architecture cultivation person island place exile education system road economy february beach coast cove sand stretch island beach season rank body sunlounger facility snack bar diving centre sand crystal water season marina resort crowd beach beach rock seashore spot swimming kid beach patch beach pool water tongue rock beach villa vegetation restaurant island snack bar polveraium beach island coast season rock water stretch shingle cliff water sand beach lounger parasol beach bar barrier water boat image cathedral duomo leaning tower shutterstock,0,9,1,-0.1829740681610765,-0.0014820270881096501,0,2
Lucca,Italien,Europa,capital ring renaissance wall garden bastion season street summer content siena content heart region time heyday century silk trade wealth power independence castruccio empire west death century hand composer giacomo puccini today city prosperity silk quality olive town place part life centre traffic cyclist crowd plenty outlet bike focu centro storico piazza napoleone heart piazza michele north site forum day square shop market clothe bag sweet tourist knick knack thread fillungo shopping district piazza anfiteatro ditch francesco museum villa guinigi city wall tree promenade city wall impression city reminder history city state structure century effort century defence wall tree road loop view city side wall flank countryside piazza santum marium bike rental outlet acces rampart picnic food shop piazza minute circuit,0,2,7,-0.14620129545520158,-0.006594309964322221,0,2
The Costa Smeralda,Italien,Europa,magnet celebrity star development costum smeralda economy island coastline price budget accommodation hotel character basis area costum smeralda strip gulf rule development hotel advertising hoarding food restaurant area common rest holiday village feel mega drove silvio berlusconi property image marina porto cervo costum smeralda lpuddorus shutterstock,0,0,2,0.3643731599960721,0.0009407194802763377,0,7
Milan,Italien,Europa,dynamo country miracle city winter mosquito summer outlook distance city cathedral church gallery week bar aspect place edge fashion design industry history sleeve building century splendmy tram bombsite world fascist facade milanese doorway courtyard point piazza home city gallerium vittorio emanuele piazza della scala home world opus house piazza shopping street dante sforzesco parco sempione neighbourhood haunt style citizen collection pinacoteca quadrilatero golden quadrangle concentration designer fashion boutique park giardini pubblicus shopping street torino district point time home couple city church bar restaurant area city canal cathedral museo archeologico taste basilica father couple block church santum marium delle grazie refectory building vincus last supper limelight emperor edict christian roman empire freedom time city bishop centre christianity today church site part century predecessor prominence dynasty nucleu successor court renaissance vincus last supper french beginning century rule spanish habsburg mark city train stazione centrale dictator order roundabout piazzale loreto dictator corpse display april proof demise development boom period city wealth banking position world fashion design industry history bomb piazza fontana person beginning period service machination death bomb attack corruption scandal attention nickname self medium magnate silvio berlusconi minister world weight power base city medium conglomerate football club expo milano visitor city area preparation exhibition city centre number restaurant museum hotel touch facade hotchpotch style outside confection decoration size marble preference material brick canal quarry lake maggiore renovation today cathedral milano landscape shutterstockthe interior dimension atmosphere aisle pier light glas window marble column bone writer interior hollow entrance bras strip pavement sign zodiac sundial beam light hole ceiling change axi right entrance door remain century battistero giovanni alle fontus city patron saint augustine church crucifix chancel relic nail christ cros bridle emperor horse cros year september feast cros device vincus scurolo carlo crypt remain carlo century cardinal work city plague glas coffin crown altar north transept door local shortcut market right chancel door palazzo reale century statue bartholomew skin toga shoulder church statue vein muscle bone accuracy skin form knee foot to toenail cathedral cathedral roof forest tracery pinnacle statue view city day highlight spire marble statue madonna madonnina city guardian summer rooftop sunbather year port year artery senato marco waterway century canal irrigation channel moat city naviglio grande city river ticino lake maggiore gian galeazzo development system century building material marble lake maggiore traveller canal family north tempest grand tourist century example hazard canal number river canal system century spanish south regime naviglio pavese river industrial revolution material coal iron silk city product efficiency dominance region proces canal city tram trolley bus material city handful canal boat water corso magentum attraction visitor terracottum brick church santum marium delle grazie mural last supper vincus exhibit display city museo archeologico city church terracottum brick church santum marium delle grazie style century architect guiniforte solarus part monastery year century completion structure mausoleum chancel dome renaissance cube nave facade french combination style vault blue red ochre light window dome door cloister view drum architect dome supper cenacolo vinciano world painting image henry jame painting invalid person sigh death precaution painting time year restoration colour description copy work miracle decision paint fresco technique watercolour painting year completion couple century troop wall target practice bomb building last supper wall last supper theme refectory wall decision moment christ disciple work sense drama painting expression character hand group matthew thaddaeu simon right mural football match government scandal bar today disciple juda hand bread roll christ bread hand gesture sacrifice confirmation tenor accomplishment painting look crucifixion wall refectory fresco comparison masterpiece football team meazza siro stadium sunday associazione calcio football association player cricket football club year splinter group reaction ruling foreigner championship class stripe loyalty city working clas distinction capitalist silvio berlusconi fortune quandary derby highlight city calendar shopping pocket name designer boutique season leftover factory outlet town city range budget range clothe shop furniture design showroom world company handful shop selection brand label roof image gallerium vittorio emanuele leonid andronov shutterstock,1,2,3,0.10700442439543272,-0.007077290330941826,0,0
Mount Etna,Italien,Europa,lava wildernes summit landscape volcano height eruption century estimate height mountain world volcano half eruption lava castle rock circumetnea railway line lava flow person edge crater helicopter water bomb fire unpredictability crater eruption observatory warning event volcano state eruption resort piano provenzana side lava summit warning approach volcano scenery north side volcano road piano provenzana place kid season november march transport side summit bus train station hotel rifugio sapienza road side way volcano refuge foot cable eruption cable car sunset weather price minibu cable station crater person rifugio sapienza hour morning time hotel time year clothe shoe boot glass flying grit eye boot jacket cable station food mountain image landscape boat view mount background art illustrated studio shutterstock,0,7,2,0.28614470756161486,0.004197411685837274,0,10
Lake Garda,Italien,Europa,lake garda lago garda lake climate thank pattern lake breeze lake percent tourist bridge rest country north lake mountain water village gap cliff lake hill holiday resort south spot advantage transport link proximity shore town lake destination village scenery approach resort riva garda head lake town history point sport water activity ridge monte baldo resort lake garda shore charm village outdoor enthusiast south resort acces monte baldo string harbour base walk mountain bike ride monte baldo torrus benaco south corner crowd image village limone lake garda travelpeter shutterstock,0,5,1,-0.21578011873108396,0.013289417124752484,0,1
